user_id,activity_date,total_steps,total_distance,total_calories,sedentary_minutes,lightly_active_minutes,fairly_active_minutes,very_active_minutes,total_active_minutes,day_of_week,active_sedentary_ratio,sleep_date,total_sleep_records,minutes_asleep,minutes_in_bed,sleep_efficiency,time_in_bed_hr,avg_daily_steps,overall_consistency_days,activity_segment
2320127002,2016-04-30,4571,3.07999992370605,1779,1206,234,0,0,234,Saturday,0.19402985074626866,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-22,5583,3.75999999046326,1851,1174,266,0,0,266,Friday,0.22657580919931858,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-15,5205,3.50999999046326,1801,1195,245,0,0,245,Friday,0.20502092050209206,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-12,10725,7.48999977111816,2124,1112,306,9,13,328,Tuesday,0.29496402877697842,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-20,7192,4.84999990463257,1922,1146,283,11,0,294,Wednesday,0.25654450261780104,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-27,1715,1.1599999666214,1481,1358,82,0,0,82,Wednesday,0.060382916053019146,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-06,4878,3.28999996185303,1742,1236,204,0,0,204,Friday,0.1650485436893204,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-09,3090,2.07999992370605,1630,1295,145,0,0,145,Monday,0.11196911196911197,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-19,5997,4.03999996185303,1811,1201,228,11,0,239,Tuesday,0.19900083263946711,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-26,3409,2.29999995231628,1632,1293,147,0,0,147,Tuesday,0.1136890951276102,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-02,3634,2.45000004768372,1613,1306,123,6,5,134,Monday,0.10260336906584992,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-08,5161,3.48000001907349,1821,1193,247,0,0,247,Sunday,0.20704107292539817,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-16,5057,3.41000008583069,1724,1245,195,0,0,195,Saturday,0.15662650602409639,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-21,3404,2.28999996185303,1610,1302,127,10,1,138,Thursday,0.10599078341013825,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-25,3588,2.42000007629395,1654,1280,152,5,3,160,Monday,0.125,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-17,6198,4.17999982833862,1852,1191,249,0,0,249,Sunday,0.20906801007556675,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-11,6424,4.32999992370605,1903,1140,300,0,0,300,Wednesday,0.26315789473684209,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-03,7443,5.01999998092651,1878,1204,206,10,20,236,Tuesday,0.19601328903654486,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-04,1201,0.810000002384186,1426,1388,52,0,0,52,Wednesday,0.037463976945244955,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-07,7379,4.96999979019165,1972,1121,319,0,0,319,Saturday,0.28456735057983945,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-18,6559,4.42000007629395,1905,1173,260,7,0,267,Monday,0.22762148337595908,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-10,6227,4.19999980926514,1899,1150,290,0,0,290,Tuesday,0.25217391304347825,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-05,5202,3.50999999046326,1780,1206,223,11,0,234,Thursday,0.19402985074626866,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-14,3973,2.6800000667572,1696,1249,191,0,0,191,Thursday,0.15292233787029624,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-28,1532,1.02999997138977,1473,1364,76,0,0,76,Thursday,0.055718475073313782,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-13,7275,4.90000009536743,2003,1105,335,0,0,335,Wednesday,0.30316742081447962,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-05-01,772,0.519999980926514,1403,1400,40,0,0,40,Sunday,0.028571428571428571,,,,,,,4716.8709677419356,31,Sedentary
2320127002,2016-04-24,4165,2.80999994277954,1725,1236,204,0,0,204,Sunday,0.1650485436893204,,,,,,,4716.8709677419356,31,Sedentary
4445114986,2016-04-23,4363,2.9300000667572,2149,1239,201,0,0,201,Saturday,0.162227602905569,,,,,,,4796.5483870967737,31,Sedentary
4445114986,2016-04-18,6155,4.23999977111816,2248,1247,162,6,25,193,Monday,0.15477145148356056,,,,,,,4796.5483870967737,31,Sedentary
4445114986,2016-04-24,5002,3.35999989509583,2247,1196,244,0,0,244,Sunday,0.20401337792642141,,,,,,,4796.5483870967737,31,Sedentary
2026352035,2016-04-26,5933,3.6800000667572,1595,1018,288,0,0,288,Tuesday,0.28290766208251472,,,,,,,5566.8709677419365,31,Lightly Active
2026352035,2016-04-18,3325,2.05999994277954,1419,1062,182,0,0,182,Monday,0.17137476459510359,,,,,,,5566.8709677419365,31,Lightly Active
6290855005,2016-04-25,7802,5.90000009536743,2771,1180,249,3,8,260,Monday,0.22033898305084745,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-02,6781,5.13000011444092,2725,1172,268,0,0,268,Monday,0.22866894197952217,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-18,6885,5.21000003814697,2766,1169,271,0,0,271,Monday,0.23182207014542344,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-06,6116,4.61999988555908,2806,1135,305,0,0,305,Friday,0.2687224669603524,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-24,5896,4.46000003814697,2703,1182,258,0,0,258,Sunday,0.21827411167512689,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-22,6238,4.71999979019165,2796,1138,302,0,0,302,Friday,0.26537785588752194,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-08,7706,5.82999992370605,2712,1189,251,0,0,251,Sunday,0.2111017661900757,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-15,9501,7.17999982833862,2896,1112,328,0,0,328,Friday,0.29496402877697842,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-30,6744,5.09999990463257,2843,1116,324,0,0,324,Saturday,0.29032258064516131,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-19,7142,5.40000009536743,2839,1119,321,0,0,321,Tuesday,0.28686327077747992,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-27,5565,4.21000003814697,2743,1153,287,0,0,287,Wednesday,0.24891587163920209,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-16,8301,6.28000020980835,2783,1182,258,0,0,258,Saturday,0.21827411167512689,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-14,7671,5.80000019073486,2952,1077,363,0,0,363,Thursday,0.3370473537604457,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-20,6361,4.80999994277954,2701,1182,258,0,0,258,Wednesday,0.21827411167512689,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-01,9837,7.44000005722046,3327,1055,282,95,8,385,Sunday,0.36492890995260663,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-28,5731,4.32999992370605,2687,1185,255,0,0,255,Thursday,0.21518987341772153,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-03,6047,4.57000017166138,2671,1200,240,0,0,240,Tuesday,0.2,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-17,7851,5.94000005722046,3171,1172,225,12,31,268,Sunday,0.22866894197952217,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-04,5832,4.40999984741211,2718,1168,272,0,0,272,Wednesday,0.23287671232876711,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-05,6339,4.78999996185303,2682,1201,239,0,0,239,Thursday,0.19900083263946711,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-12,4562,3.45000004768372,2560,1241,199,0,0,199,Tuesday,0.16035455278001612,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-05-07,5510,4.17000007629395,2613,1213,227,0,0,227,Saturday,0.18713932399010716,,,,,,,5649.5517241379321,29,Lightly Active
6290855005,2016-04-13,7142,5.40000009536743,2905,1090,350,0,0,350,Wednesday,0.32110091743119268,,,,,,,5649.5517241379321,29,Lightly Active
1624580081,2016-05-08,3427,2.23000001907349,1427,1288,152,0,0,152,Sunday,0.11801242236024845,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-13,7007,4.55000019073486,1411,1292,148,0,0,148,Wednesday,0.11455108359133127,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-10,2969,1.92999994754791,1393,1301,139,0,0,139,Tuesday,0.10684089162182936,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-24,6076,3.95000004768372,1617,1221,185,18,16,219,Sunday,0.17936117936117937,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-26,2826,1.8400000333786,1402,1300,140,0,0,140,Tuesday,0.1076923076923077,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-16,5370,3.49000000953674,1463,1264,176,0,0,176,Saturday,0.13924050632911392,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-19,2916,1.89999997615814,1435,1299,141,0,0,141,Tuesday,0.10854503464203233,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-11,3134,2.03999996185303,1359,1328,112,0,0,112,Wednesday,0.084337349397590355,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-06,1727,1.12000000476837,1341,1338,102,0,0,102,Friday,0.07623318385650224,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-15,1510,0.980000019073486,1344,1344,96,0,0,96,Friday,0.071428571428571425,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-17,6175,4.05999994277954,1554,1276,127,22,15,164,Sunday,0.12852664576802508,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-30,6474,4.30000019073486,1655,1182,224,23,11,258,Saturday,0.21827411167512689,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-23,8538,5.55000019073486,1562,1213,227,0,0,227,Saturday,0.18713932399010716,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-28,2759,1.78999996185303,1401,1320,115,5,0,120,Thursday,0.090909090909090912,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-29,2390,1.54999995231628,1404,1290,150,0,0,150,Friday,0.11627906976744186,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-12,8163,5.30999994277954,1432,1294,146,0,0,146,Tuesday,0.11282843894899536,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-20,4974,3.23000001907349,1446,1289,151,0,0,151,Wednesday,0.11714507370054306,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-22,4026,2.61999988555908,1470,1241,199,0,0,199,Friday,0.16035455278001612,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-27,8367,5.44000005722046,1670,1233,154,36,17,207,Wednesday,0.16788321167883211,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-25,6497,4.21999979019165,1492,1238,202,0,0,202,Monday,0.16316639741518579,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-02,7155,4.92999982833862,1497,1261,166,6,7,179,Monday,0.14195083267248215,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-03,2100,1.37000000476837,1334,1344,96,0,0,96,Tuesday,0.071428571428571425,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-05,2470,1.61000001430511,1370,1323,117,0,0,117,Thursday,0.088435374149659865,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-09,1732,1.12999999523163,1328,1349,91,0,0,91,Monday,0.067457375833951075,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-07,2104,1.37000000476837,1474,1258,182,0,0,182,Saturday,0.14467408585055644,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-21,6349,4.13000011444092,1467,1254,186,0,0,186,Thursday,0.14832535885167464,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-14,9107,5.92000007629395,1572,1204,236,0,0,236,Thursday,0.19601328903654486,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-04,2193,1.42999994754791,1368,1322,118,0,0,118,Wednesday,0.089258698940998485,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-05-01,36019,28.0300006866455,2690,1020,171,63,186,420,Sunday,0.41176470588235292,,,,,,,5743.9032258064517,31,Lightly Active
1624580081,2016-04-18,10536,7.40999984741211,1604,1214,202,7,17,226,Monday,0.18616144975288304,,,,,,,5743.9032258064517,31,Lightly Active
8253242879,2016-04-13,8053,6.09999990463257,1935,1298,96,11,35,142,Wednesday,0.10939907550077041,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-12,9033,7.15999984741211,2044,1244,154,2,40,196,Tuesday,0.15755627009646303,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-23,9282,6.26000022888184,2132,1193,191,26,30,247,Saturday,0.20704107292539817,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-28,2718,1.79999995231628,1580,1393,20,16,11,47,Thursday,0.033740129217516152,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-15,2672,1.76999998092651,1632,1335,105,0,0,105,Friday,0.078651685393258425,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-14,5234,3.46000003814697,1705,1362,33,16,29,78,Thursday,0.057268722466960353,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-27,10232,8.18000030517578,2008,1286,104,5,45,154,Wednesday,0.11975116640746501,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-18,5151,3.48000001907349,1829,1278,130,16,16,162,Monday,0.12676056338028169,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-25,6829,4.51000022888184,1909,1261,118,54,7,179,Monday,0.14195083267248215,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-24,8905,7.13000011444092,1976,1313,82,4,41,127,Sunday,0.096725057121096719,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-29,6260,4.26000022888184,1854,1257,136,14,16,166,Friday,0.13206046141607,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-21,11268,8.5600004196167,2218,1199,172,20,49,241,Thursday,0.20100083402835697,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-20,6466,4.26999998092651,1931,1201,216,18,5,239,Wednesday,0.19900083263946711,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-19,4212,2.77999997138977,1763,1276,164,0,0,164,Tuesday,0.12852664576802508,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-16,9256,6.1399998664856,1880,1268,115,51,6,172,Saturday,0.13564668769716087,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-22,2824,1.87000000476837,1651,1320,120,0,0,120,Friday,0.090909090909090912,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-26,4562,3.03999996185303,1813,1299,108,14,19,141,Tuesday,0.10854503464203233,,,,,,,6482.1578947368434,19,Lightly Active
8253242879,2016-04-17,10204,7.90999984741211,2112,1237,157,5,41,203,Sunday,0.16410670978173,,,,,,,6482.1578947368434,19,Lightly Active
3372868164,2016-04-23,7396,5.07000017166138,1995,1115,303,2,20,325,Saturday,0.2914798206278027,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-16,6905,4.73000001907349,1908,1084,356,0,0,356,Saturday,0.32841328413284132,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-12,4747,3.24000000953674,1788,1160,280,0,0,280,Tuesday,0.2413793103448276,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-21,8857,6.07000017166138,2124,1037,376,9,18,403,Thursday,0.38862102217936356,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-24,6731,4.59000015258789,1921,1127,292,7,14,313,Sunday,0.27772848269742678,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-29,9135,6.23000001907349,2044,1038,402,0,0,402,Friday,0.38728323699421963,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-25,5995,4.09000015258789,2010,1024,416,0,0,416,Monday,0.40625,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-18,6798,4.6399998664856,2014,1070,343,7,20,370,Monday,0.34579439252336447,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-30,5250,3.57999992370605,1946,1119,300,4,17,321,Saturday,0.28686327077747992,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-15,7451,5.07999992370605,1908,1105,335,0,0,335,Friday,0.30316742081447962,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-13,9715,6.63000011444092,2093,1045,371,8,16,395,Wednesday,0.37799043062200954,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-17,8199,5.88000011444092,1964,1105,322,2,11,335,Sunday,0.30316742081447962,,,,,,,6861.65,20,Lightly Active
3372868164,2016-04-14,8844,6.03000020980835,2065,1039,370,25,6,401,Thursday,0.38594802694898939,,,,,,,6861.65,20,Lightly Active
